,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,date_diff,red_flag
308,TXN_1260335,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-04-29,,0
3511,TXN_1260517,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-17,,0
4567,TXN_1261028,Juice,3.0,3.0,9.0,Unknown,In-store,2023-10-27,193.0,0
3720,TXN_1263426,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-10-20,-7.0,1
5803,TXN_1266278,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-11-03,14.0,0
8475,TXN_1266598,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-04-05,-212.0,1
5650,TXN_1267753,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-06-28,84.0,0
3183,TXN_1268480,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-18,-71.0,1
7902,TXN_1268811,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-01-04,-104.0,1
3542,TXN_1269172,Sandwich,1.0,4.0,4.0,Cash,Unknown,2023-08-22,230.0,0
3734,TXN_1269252,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-18,-35.0,1
1973,TXN_1270603,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-03,138.0,0
7871,TXN_1272118,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-21,-226.0,1
9812,TXN_1272815,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-08-07,108.0,0
5363,TXN_1275124,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-06-21,-47.0,1
5872,TXN_1277813,Juice,5.0,3.0,15.0,Digital Wallet,Unknown,2023-09-11,82.0,0
8827,TXN_1277989,Tea,5.0,1.5,7.5,Unknown,In-store,2023-08-09,-33.0,1
4848,TXN_1278539,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-04-04,-127.0,1
702,TXN_1279428,Salad,1.0,5.0,5.0,Digital Wallet,Unknown,2023-03-02,-33.0,1
3615,TXN_1281536,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-19,17.0,0
1119,TXN_1282260,Sandwich,5.0,4.0,20.0,Digital Wallet,Unknown,2023-07-21,124.0,0
8855,TXN_1283149,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-01-23,-179.0,1
4834,TXN_1285279,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-04-09,76.0,0
1116,TXN_1286779,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-04-13,4.0,0
296,TXN_1289133,Juice,1.0,3.0,3.0,Cash,Unknown,2023-09-19,159.0,0
8202,TXN_1292430,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-09,-194.0,1
8710,TXN_1292476,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-07,182.0,0
8240,TXN_1293057,Tea,2.0,1.5,3.0,Digital Wallet,Unknown,2023-07-03,-66.0,1
6998,TXN_1293509,Juice,3.0,3.0,9.0,Cash,In-store,2023-07-03,,0
5228,TXN_1294101,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-03-31,,0
4004,TXN_1295824,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-08-01,123.0,0
7110,TXN_1296879,Cake,1.0,3.0,3.0,Unknown,Takeaway,2023-11-17,108.0,0
7256,TXN_1297663,Smoothie,5.0,4.0,20.0,Credit Card,Unknown,2023-09-12,-66.0,1
5192,TXN_1298084,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-01-02,-253.0,1
8712,TXN_1299936,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-03-27,84.0,0
2282,TXN_1299959,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-06-23,88.0,0
6877,TXN_1302920,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-08-16,54.0,0
5128,TXN_1303984,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-07-24,-23.0,1
3914,TXN_1307239,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-26,94.0,0
8084,TXN_1307428,Tea,4.0,1.5,6.0,Credit Card,Unknown,2023-10-26,,0
6872,TXN_1309055,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-11-09,,0
7599,TXN_1309653,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-09,,0
9629,TXN_1310741,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-07-25,,0
8714,TXN_1311237,Cookie,4.0,1.0,4.0,Credit Card,Unknown,2023-11-11,109.0,0
6946,TXN_1311519,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-01-28,-287.0,1
5603,TXN_1313643,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-02-11,14.0,0
6139,TXN_1313701,Cookie,2.0,1.0,2.0,Unknown,Unknown,2023-10-03,234.0,0
2699,TXN_1315214,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-03,31.0,0
3273,TXN_1315847,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-06-19,-137.0,1
7410,TXN_1316036,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-10-27,130.0,0
6808,TXN_1317114,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-06,10.0,0
8439,TXN_1318238,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-09-23,-44.0,1
9190,TXN_1318943,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-13,-102.0,1
2508,TXN_1319834,Cookie,1.0,1.0,1.0,Unknown,Unknown,2023-03-31,-74.0,1
7253,TXN_1322421,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-03-05,-26.0,1
7159,TXN_1322520,Salad,5.0,5.0,25.0,Cash,Unknown,2023-07-12,129.0,0
5019,TXN_1323030,Salad,4.0,5.0,20.0,Unknown,In-store,2023-03-30,-104.0,1
2589,TXN_1324760,Tea,4.0,1.5,6.0,Cash,In-store,2023-01-18,-71.0,1
1065,TXN_1324930,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-01-11,-7.0,1
2689,TXN_1324968,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-05,-6.0,1
444,TXN_1325631,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-11,37.0,0
6864,TXN_1326993,Cookie,3.0,1.0,3.0,Unknown,In-store,2023-12-30,322.0,0
6538,TXN_1328230,Sandwich,5.0,4.0,20.0,Cash,Unknown,2023-02-03,-330.0,1
6236,TXN_1328953,Smoothie,3.0,4.0,12.0,Unknown,Unknown,2023-12-28,328.0,0
4214,TXN_1328968,Tea,1.0,1.5,1.5,Unknown,In-store,2023-06-28,-183.0,1
7298,TXN_1329167,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-01-14,-165.0,1
525,TXN_1330506,Cookie,3.0,1.0,3.0,Digital Wallet,Unknown,2023-11-10,300.0,0
6916,TXN_1332623,Cookie,2.0,1.0,2.0,Unknown,Takeaway,2023-07-15,-118.0,1
6700,TXN_1333524,Cake,2.0,3.0,6.0,Credit Card,Unknown,2023-05-05,-71.0,1
298,TXN_1333682,Smoothie,1.0,4.0,4.0,Digital Wallet,Unknown,2023-01-28,-97.0,1
4772,TXN_1334406,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-09-26,241.0,0
9706,TXN_1335256,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-08-04,-53.0,1
1651,TXN_1335337,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-09-06,33.0,0
2633,TXN_1336470,Tea,1.0,1.5,1.5,Cash,Unknown,2023-12-22,107.0,0
7945,TXN_1336727,Smoothie,2.0,4.0,8.0,Unknown,In-store,2023-10-18,-65.0,1
2545,TXN_1336900,Coffee,5.0,2.0,10.0,Credit Card,Unknown,2023-01-16,-275.0,1
4625,TXN_1339158,Salad,4.0,5.0,20.0,Cash,Unknown,2023-01-16,,0
1962,TXN_1339457,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-23,,0
6405,TXN_1340358,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-06-09,17.0,0
326,TXN_1340956,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-10-26,139.0,0
6647,TXN_1342359,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-07-14,-104.0,1
7992,TXN_1342487,Juice,3.0,3.0,9.0,Credit Card,Unknown,2023-09-21,69.0,0
870,TXN_1343750,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-15,-218.0,1
9044,TXN_1344947,Cake,3.0,3.0,9.0,Unknown,Takeaway,2023-02-16,1.0,0
5238,TXN_1345440,Salad,5.0,5.0,25.0,Cash,Unknown,2023-06-20,124.0,0
2004,TXN_1346517,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-20,-92.0,1
1272,TXN_1346936,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-10-10,204.0,0
4756,TXN_1346953,Tea,3.0,1.5,4.5,Unknown,In-store,2023-09-24,-16.0,1
729,TXN_1347965,Cookie,5.0,1.0,5.0,Unknown,In-store,2023-02-19,-217.0,1
5561,TXN_1348274,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-11-14,268.0,0
3010,TXN_1349215,Sandwich,1.0,4.0,4.0,Digital Wallet,Unknown,2023-02-06,-281.0,1
7955,TXN_1349640,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-17,131.0,0
734,TXN_1349738,Sandwich,3.0,4.0,12.0,Cash,Unknown,2023-03-26,-83.0,1
5673,TXN_1350239,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-11-18,237.0,0
2085,TXN_1351151,Smoothie,1.0,4.0,4.0,Credit Card,Unknown,2023-10-03,-46.0,1
8473,TXN_1353248,Sandwich,3.0,4.0,12.0,Cash,Unknown,2023-09-03,-30.0,1
6967,TXN_1353266,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-30,-4.0,1
585,TXN_1353479,Smoothie,4.0,4.0,16.0,Cash,Unknown,2023-09-20,21.0,0
6272,TXN_1354464,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-18,-186.0,1
2627,TXN_1355212,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-05-25,68.0,0
5233,TXN_1356599,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-14,203.0,0
8567,TXN_1357780,Tea,4.0,1.5,6.0,Unknown,In-store,2023-10-23,-52.0,1
4218,TXN_1360379,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-08-23,-61.0,1
5553,TXN_1360872,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-11-04,73.0,0
1511,TXN_1360998,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-30,-97.0,1
3521,TXN_1363508,Salad,4.0,5.0,20.0,Cash,Unknown,2023-08-08,9.0,0
7654,TXN_1364211,Salad,2.0,5.0,10.0,Unknown,In-store,2023-03-08,-153.0,1
2992,TXN_1365285,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-06-11,95.0,0
3581,TXN_1367003,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-10,152.0,0
7000,TXN_1367723,Coffee,3.0,2.0,6.0,Cash,In-store,2023-10-25,-16.0,1
4229,TXN_1368769,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-06-02,-145.0,1
7119,TXN_1370465,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-03-25,-69.0,1
1253,TXN_1371554,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-05-19,55.0,0
8819,TXN_1371708,Cookie,2.0,1.0,2.0,Unknown,Takeaway,2023-03-14,-66.0,1
9070,TXN_1372003,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-13,213.0,0
3415,TXN_1372492,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-03-28,-199.0,1
2153,TXN_1372991,Coffee,4.0,2.0,8.0,Unknown,In-store,2023-11-17,234.0,0
9352,TXN_1373048,Salad,5.0,5.0,25.0,Unknown,In-store,2023-08-31,-78.0,1
5441,TXN_1374424,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-04-24,-129.0,1
2750,TXN_1375992,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-23,-32.0,1
2977,TXN_1379209,Tea,5.0,1.5,7.5,Unknown,In-store,2023-02-06,-45.0,1
363,TXN_1380601,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-03-11,33.0,0
6738,TXN_1381818,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-03-11,,0
2172,TXN_1386024,Cake,4.0,3.0,12.0,Credit Card,Unknown,2023-05-21,,0
7551,TXN_1387062,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-08-22,93.0,0
538,TXN_1387401,Cookie,4.0,1.0,4.0,Cash,In-store,2023-10-19,58.0,0
1359,TXN_1388606,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-31,-49.0,1
1286,TXN_1389258,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-31,122.0,0
8032,TXN_1390754,Cake,2.0,3.0,6.0,Unknown,Takeaway,2023-11-08,-53.0,1
7027,TXN_1390917,Sandwich,1.0,4.0,4.0,Credit Card,Unknown,2023-01-16,-296.0,1
7614,TXN_1392546,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-06,324.0,0
9472,TXN_1394131,Juice,4.0,3.0,12.0,Unknown,Takeaway,2023-06-13,-176.0,1
2069,TXN_1395083,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-08,25.0,0
7910,TXN_1396019,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-03,148.0,0
6437,TXN_1398511,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-12-19,16.0,0
4401,TXN_1398769,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-06-02,-200.0,1
3213,TXN_1399696,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-08,-55.0,1
9715,TXN_1401771,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-12-08,244.0,0
6259,TXN_1402641,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-12,-87.0,1
6302,TXN_1405124,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-03,-40.0,1
5060,TXN_1405498,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-12-31,150.0,0
7593,TXN_1408709,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-14,-261.0,1
5868,TXN_1409029,Sandwich,1.0,4.0,4.0,Cash,Unknown,2023-04-14,,0
3000,TXN_1410102,Salad,1.0,5.0,5.0,Cash,In-store,2023-06-23,,0
3284,TXN_1411473,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-01-04,-170.0,1
2058,TXN_1411744,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-09-17,256.0,0
4908,TXN_1412415,Juice,3.0,3.0,9.0,Cash,In-store,2023-02-24,-205.0,1
1055,TXN_1413304,Salad,5.0,5.0,25.0,Unknown,Takeaway,2023-03-17,21.0,0
6487,TXN_1413310,Smoothie,3.0,4.0,12.0,Unknown,Takeaway,2023-04-06,20.0,0
6957,TXN_1413335,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-05-17,41.0,0
9760,TXN_1414039,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-02-13,-93.0,1
5354,TXN_1417291,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-11,87.0,0
9388,TXN_1417400,Cookie,2.0,1.0,2.0,Cash,In-store,2023-03-20,-52.0,1
1491,TXN_1417724,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-06-07,79.0,0
4620,TXN_1417871,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-03-12,-87.0,1
9583,TXN_1418829,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-09-19,191.0,0
6329,TXN_1419188,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-11-26,68.0,0
4591,TXN_1419669,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-03-07,-264.0,1
8327,TXN_1419790,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-01-06,-60.0,1
5630,TXN_1422305,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-03-09,62.0,0
9170,TXN_1423173,Smoothie,5.0,4.0,20.0,Credit Card,Unknown,2023-10-02,207.0,0
5207,TXN_1424056,Smoothie,1.0,4.0,4.0,Cash,Unknown,2023-07-31,-63.0,1
3439,TXN_1425215,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13,-140.0,1
9917,TXN_1425591,Smoothie,1.0,4.0,4.0,Cash,Unknown,2023-09-10,181.0,0
9660,TXN_1427485,Coffee,3.0,2.0,6.0,Credit Card,Unknown,2023-07-19,-53.0,1
3737,TXN_1427963,Coffee,1.0,2.0,2.0,Cash,Unknown,2023-10-14,87.0,0
8121,TXN_1429325,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-04-20,-177.0,1
5697,TXN_1429858,Cookie,4.0,1.0,4.0,Credit Card,Unknown,2023-03-15,-36.0,1
3690,TXN_1430778,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-05-26,72.0,0
4740,TXN_1432682,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-07-11,46.0,0
8207,TXN_1434598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-11-18,130.0,0
4564,TXN_1434857,Cake,5.0,3.0,15.0,Unknown,In-store,2023-01-13,-309.0,1
4030,TXN_1435035,Smoothie,1.0,4.0,4.0,Unknown,In-store,2023-12-31,352.0,0
164,TXN_1435086,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-02-09,-325.0,1
4536,TXN_1435192,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-06-18,129.0,0
382,TXN_1436343,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-26,161.0,0
4618,TXN_1436851,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-28,-121.0,1
1126,TXN_1437083,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-03-15,-135.0,1
1975,TXN_1437275,Coffee,3.0,2.0,6.0,Credit Card,Unknown,2023-07-22,129.0,0
1082,TXN_1438257,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-06-13,-39.0,1
1835,TXN_1439390,Juice,4.0,3.0,12.0,Unknown,In-store,2023-02-14,-119.0,1
6792,TXN_1442096,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-06-27,133.0,0
3172,TXN_1442771,Juice,1.0,3.0,3.0,Unknown,Unknown,2023-04-25,-63.0,1
3151,TXN_1442791,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-03-23,-33.0,1
3951,TXN_1443201,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-10-03,194.0,0
134,TXN_1443912,Juice,2.0,3.0,6.0,Unknown,Unknown,2023-06-08,-117.0,1
6312,TXN_1443928,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-12-03,178.0,0
8281,TXN_1444479,Juice,1.0,3.0,3.0,Credit Card,Unknown,2023-12-10,7.0,0
7735,TXN_1444932,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-24,-200.0,1
4471,TXN_1445532,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-03-03,-82.0,1
1898,TXN_1446862,Cake,3.0,3.0,9.0,Unknown,Takeaway,2023-09-26,207.0,0
4199,TXN_1448501,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-09-10,-16.0,1
5154,TXN_1449065,Salad,2.0,5.0,10.0,Cash,Unknown,2023-10-03,23.0,0
9302,TXN_1449866,Salad,4.0,5.0,20.0,Cash,Unknown,2023-09-21,-12.0,1
9139,TXN_1450705,Cookie,5.0,1.0,5.0,Unknown,Unknown,2023-10-07,16.0,0
4039,TXN_1452253,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-05-12,-148.0,1
9210,TXN_1452931,Tea,1.0,1.5,1.5,Digital Wallet,Unknown,2023-07-08,57.0,0
8825,TXN_1453579,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-01-21,-168.0,1
8378,TXN_1454024,Cookie,5.0,1.0,5.0,Digital Wallet,Unknown,2023-01-21,,0
391,TXN_1454467,Juice,3.0,3.0,9.0,Cash,In-store,2023-03-15,,0
2082,TXN_1454730,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-07-21,128.0,0
3984,TXN_1454866,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-13,145.0,0
5497,TXN_1456374,Cookie,5.0,1.0,5.0,Cash,Unknown,2023-02-15,-301.0,1
7303,TXN_1458905,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-02-19,4.0,0
3282,TXN_1459078,Cookie,5.0,1.0,5.0,Unknown,In-store,2023-11-10,264.0,0
808,TXN_1460963,Coffee,3.0,2.0,6.0,Cash,In-store,2023-02-10,-273.0,1
4357,TXN_1461221,Salad,2.0,5.0,10.0,Cash,In-store,2023-04-30,79.0,0
2213,TXN_1461246,Smoothie,1.0,4.0,4.0,Unknown,Unknown,2023-06-01,32.0,0
859,TXN_1461895,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-06-17,16.0,0
4329,TXN_1463795,Coffee,5.0,2.0,10.0,Credit Card,Unknown,2023-08-04,48.0,0
3275,TXN_1464150,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-14,-171.0,1
6838,TXN_1464694,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-07-23,159.0,0
8868,TXN_1465364,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-07-23,,0
7402,TXN_1465584,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-04-29,,0
6988,TXN_1466002,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-11-23,208.0,0
6778,TXN_1467367,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-02-18,-278.0,1
5407,TXN_1467546,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-07-20,152.0,0
3178,TXN_1469462,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-05,47.0,0
4710,TXN_1472433,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-05,-153.0,1
7586,TXN_1473693,Smoothie,4.0,4.0,16.0,Unknown,Takeaway,2023-05-14,39.0,0
6747,TXN_1474329,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-02,-73.0,1
4083,TXN_1475403,Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-02,,0
4223,TXN_1475459,Tea,4.0,1.5,6.0,Unknown,Takeaway,2023-11-09,,0
1257,TXN_1476066,Smoothie,2.0,4.0,8.0,Unknown,Takeaway,2023-10-19,-21.0,1
5705,TXN_1476711,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-01-26,-266.0,1
8558,TXN_1476775,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-11-01,279.0,0
4987,TXN_1477525,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-11-06,5.0,0
4568,TXN_1478016,Cookie,4.0,1.0,4.0,Unknown,In-store,2023-08-04,-94.0,1
2267,TXN_1480967,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-04,,0
1680,TXN_1481116,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-02-26,,0
5718,TXN_1481470,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-26,,0
2317,TXN_1482123,Coffee,1.0,2.0,2.0,Cash,In-store,2023-06-17,,0
509,TXN_1485417,Cookie,3.0,1.0,3.0,Cash,In-store,2023-06-17,,0
8808,TXN_1485725,Salad,5.0,5.0,25.0,Unknown,In-store,2023-12-10,,0
8903,TXN_1486119,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-08-24,-108.0,1
4048,TXN_1486576,Sandwich,4.0,4.0,16.0,Unknown,Takeaway,2023-09-10,17.0,0
2527,TXN_1487762,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-02-07,-215.0,1
4816,TXN_1488127,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-12-12,308.0,0
6749,TXN_1488458,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-08-21,-113.0,1
9787,TXN_1488481,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-28,-24.0,1
6754,TXN_1489194,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-07-18,-10.0,1
6120,TXN_1489200,Juice,1.0,3.0,3.0,Unknown,Unknown,2023-03-27,-113.0,1
4652,TXN_1489218,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-09-13,170.0,0
3942,TXN_1489746,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-12-18,96.0,0
2129,TXN_1491299,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-02-27,-294.0,1
44,TXN_1491578,Cookie,2.0,1.0,2.0,Unknown,Unknown,2023-02-23,-4.0,1
3156,TXN_1491670,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-28,125.0,0
7974,TXN_1492585,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-17,-162.0,1
3278,TXN_1493452,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-11-08,295.0,0
1487,TXN_1494502,Salad,5.0,5.0,25.0,Digital Wallet,Unknown,2023-11-08,,0
1006,TXN_1494608,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-05-07,,0
5022,TXN_1495371,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-21,75.0,0
5010,TXN_1496038,Juice,4.0,3.0,12.0,Unknown,In-store,2023-12-22,154.0,0
9518,TXN_1496962,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-12-17,-5.0,1
1784,TXN_1498343,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-31,-261.0,1
4665,TXN_1499208,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-11-01,215.0,0
9197,TXN_1499346,Cake,5.0,3.0,15.0,Unknown,Unknown,2023-12-09,38.0,0
640,TXN_1503602,Tea,5.0,1.5,7.5,Digital Wallet,Unknown,2023-12-16,7.0,0
3509,TXN_1503903,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-03-20,-271.0,1
4984,TXN_1504466,Coffee,1.0,2.0,2.0,Cash,Unknown,2023-11-07,232.0,0
7212,TXN_1505837,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-15,38.0,0
3966,TXN_1505875,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-05-17,-212.0,1
1228,TXN_1505947,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-11-21,188.0,0
4888,TXN_1509627,Juice,4.0,3.0,12.0,Digital Wallet,Unknown,2023-03-23,-243.0,1
2268,TXN_1510315,Coffee,3.0,2.0,6.0,Cash,Unknown,2023-02-28,-23.0,1
5551,TXN_1510406,Salad,3.0,5.0,15.0,Unknown,In-store,2023-01-12,-47.0,1
4899,TXN_1510673,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-02-26,45.0,0
1025,TXN_1512118,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-01,3.0,0
8830,TXN_1512159,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-11-25,269.0,0
2259,TXN_1512184,Coffee,3.0,2.0,6.0,Unknown,Takeaway,2023-01-28,-301.0,1
3989,TXN_1512185,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-16,139.0,0
